gdp,region,Country,Year
869,Sub-Saharan Africa,Somalia,1979
837,Sub-Saharan Africa,Somalia,1980
866,Sub-Saharan Africa,Somalia,1981
888,Sub-Saharan Africa,Somalia,1982
794,Sub-Saharan Africa,Somalia,1983
832,Sub-Saharan Africa,Somalia,1984
919,Sub-Saharan Africa,Somalia,1985
897,Sub-Saharan Africa,Somalia,1986
979,Sub-Saharan Africa,Somalia,1987
962,Sub-Saharan Africa,Somalia,1988
950,Sub-Saharan Africa,Somalia,1989
930,Sub-Saharan Africa,Somalia,1990
921,Sub-Saharan Africa,Somalia,1991
813,Sub-Saharan Africa,Somalia,1992
817,Sub-Saharan Africa,Somalia,1993
644,Sub-Saharan Africa,Somalia,1994
637,Sub-Saharan Africa,Somalia,1995
648,Sub-Saharan Africa,Somalia,1996
613,Sub-Saharan Africa,Somalia,1997
607,Sub-Saharan Africa,Somalia,1998
605,Sub-Saharan Africa,Somalia,1999
603,Sub-Saharan Africa,Somalia,2000
603,Sub-Saharan Africa,Somalia,2001
607,Sub-Saharan Africa,Somalia,2002
611,Sub-Saharan Africa,Somalia,2003
614,Sub-Saharan Africa,Somalia,2004
616,Sub-Saharan Africa,Somalia,2005
615,Sub-Saharan Africa,Somalia,2006
615,Sub-Saharan Africa,Somalia,2007
615,Sub-Saharan Africa,Somalia,2008
615,Sub-Saharan Africa,Somalia,2009
614,Sub-Saharan Africa,Somalia,2010
614,Sub-Saharan Africa,Somalia,2011
616,Sub-Saharan Africa,Somalia,2012
619,Sub-Saharan Africa,Somalia,2013
9004,Sub-Saharan Africa,South Africa,1964
9255,Sub-Saharan Africa,South Africa,1965
9371,Sub-Saharan Africa,South Africa,1966
9720,Sub-Saharan Africa,South Africa,1967
9849,Sub-Saharan Africa,South Africa,1968
10156,Sub-Saharan Africa,South Africa,1969
10394,Sub-Saharan Africa,South Africa,1970
10654,Sub-Saharan Africa,South Africa,1971
10615,Sub-Saharan Africa,South Africa,1972
10813,Sub-Saharan Africa,South Africa,1973
11164,Sub-Saharan Africa,South Africa,1974
11120,Sub-Saharan Africa,South Africa,1975
11138,Sub-Saharan Africa,South Africa,1976
10874,Sub-Saharan Africa,South Africa,1977
10952,Sub-Saharan Africa,South Africa,1978
11132,Sub-Saharan Africa,South Africa,1979
11577,Sub-Saharan Africa,South Africa,1980
11845,Sub-Saharan Africa,South Africa,1981
11459,Sub-Saharan Africa,South Africa,1982
10927,Sub-Saharan Africa,South Africa,1983
11151,Sub-Saharan Africa,South Africa,1984
10699,Sub-Saharan Africa,South Africa,1985
10474,Sub-Saharan Africa,South Africa,1986
10459,Sub-Saharan Africa,South Africa,1987
10666,Sub-Saharan Africa,South Africa,1988
10670,Sub-Saharan Africa,South Africa,1989
10364,Sub-Saharan Africa,South Africa,1990
10049,Sub-Saharan Africa,South Africa,1991
9631,Sub-Saharan Africa,South Africa,1992
9546,Sub-Saharan Africa,South Africa,1993
9643,Sub-Saharan Africa,South Africa,1994
9730,Sub-Saharan Africa,South Africa,1995
9925,Sub-Saharan Africa,South Africa,1996
9952,Sub-Saharan Africa,South Africa,1997
9770,Sub-Saharan Africa,South Africa,1998
9766,Sub-Saharan Africa,South Africa,1999
9927,Sub-Saharan Africa,South Africa,2000
9988,Sub-Saharan Africa,South Africa,2001
10213,Sub-Saharan Africa,South Africa,2002
10382,Sub-Saharan Africa,South Africa,2003
10715,Sub-Saharan Africa,South Africa,2004
11133,Sub-Saharan Africa,South Africa,2005
11597,Sub-Saharan Africa,South Africa,2006
12052,Sub-Saharan Africa,South Africa,2007
12263,Sub-Saharan Africa,South Africa,2008
11903,Sub-Saharan Africa,South Africa,2009
12087,Sub-Saharan Africa,South Africa,2010
12291,Sub-Saharan Africa,South Africa,2011
12375,Sub-Saharan Africa,South Africa,2012
12454,Sub-Saharan Africa,South Africa,2013
2318,Sub-Saharan Africa,South Sudan,1964
2426,Sub-Saharan Africa,South Sudan,1965
2343,Sub-Saharan Africa,South Sudan,1966
2218,Sub-Saharan Africa,South Sudan,1967
2301,Sub-Saharan Africa,South Sudan,1968
2388,Sub-Saharan Africa,South Sudan,1969
2233,Sub-Saharan Africa,South Sudan,1970
2329,Sub-Saharan Africa,South Sudan,1971
2224,Sub-Saharan Africa,South Sudan,1972
1983,Sub-Saharan Africa,South Sudan,1973
2126,Sub-Saharan Africa,South Sudan,1974
2332,Sub-Saharan Africa,South Sudan,1975
2686,Sub-Saharan Africa,South Sudan,1976
3009,Sub-Saharan Africa,South Sudan,1977
2871,Sub-Saharan Africa,South Sudan,1978
2488,Sub-Saharan Africa,South Sudan,1979
2432,Sub-Saharan Africa,South Sudan,1980
2411,Sub-Saharan Africa,South Sudan,1981
2637,Sub-Saharan Africa,South Sudan,1982
2530,Sub-Saharan Africa,South Sudan,1983
2327,Sub-Saharan Africa,South Sudan,1984
2104,Sub-Saharan Africa,South Sudan,1985
2130,Sub-Saharan Africa,South Sudan,1986
2137,Sub-Saharan Africa,South Sudan,1987
2125,Sub-Saharan Africa,South Sudan,1988
2247,Sub-Saharan Africa,South Sudan,1989
2013,Sub-Saharan Africa,South Sudan,1990
2089,Sub-Saharan Africa,South Sudan,1991
2137,Sub-Saharan Africa,South Sudan,1992
2141,Sub-Saharan Africa,South Sudan,1993
2125,Sub-Saharan Africa,South Sudan,1994
2132,Sub-Saharan Africa,South Sudan,1995
2183,Sub-Saharan Africa,South Sudan,1996
2338,Sub-Saharan Africa,South Sudan,1997
2407,Sub-Saharan Africa,South Sudan,1998
2518,Sub-Saharan Africa,South Sudan,1999
2684,Sub-Saharan Africa,South Sudan,2000
2769,Sub-Saharan Africa,South Sudan,2001
2855,Sub-Saharan Africa,South Sudan,2002
2976,Sub-Saharan Africa,South Sudan,2003
3045,Sub-Saharan Africa,South Sudan,2004
3221,Sub-Saharan Africa,South Sudan,2005
3455,Sub-Saharan Africa,South Sudan,2006
3756,Sub-Saharan Africa,South Sudan,2007
3776,Sub-Saharan Africa,South Sudan,2008
3799,Sub-Saharan Africa,South Sudan,2009
3838,Sub-Saharan Africa,South Sudan,2010
3505,Sub-Saharan Africa,South Sudan,2011
1810,Sub-Saharan Africa,South Sudan,2012
1965,Sub-Saharan Africa,South Sudan,2013
8611,Europe & Central Asia,Spain,1964
9106,Europe & Central Asia,Spain,1965
9700,Europe & Central Asia,Spain,1966
10252,Europe & Central Asia,Spain,1967
10767,Europe & Central Asia,Spain,1968
11650,Europe & Central Asia,Spain,1969
12233,Europe & Central Asia,Spain,1970
12834,Europe & Central Asia,Spain,1971
13790,Europe & Central Asia,Spain,1972
14908,Europe & Central Asia,Spain,1973
15885,Europe & Central Asia,Spain,1974
16296,Europe & Central Asia,Spain,1975
16818,Europe & Central Asia,Spain,1976
17305,Europe & Central Asia,Spain,1977
17707,Europe & Central Asia,Spain,1978
17825,Europe & Central Asia,Spain,1979
18119,Europe & Central Asia,Spain,1980
18116,Europe & Central Asia,Spain,1981
18358,Europe & Central Asia,Spain,1982
18754,Europe & Central Asia,Spain,1983
18970,Europe & Central Asia,Spain,1984
19300,Europe & Central Asia,Spain,1985
19881,Europe & Central Asia,Spain,1986
20953,Europe & Central Asia,Spain,1987
22036,Europe & Central Asia,Spain,1988
23141,Europe & Central Asia,Spain,1989
24126,Europe & Central Asia,Spain,1990
24684,Europe & Central Asia,Spain,1991
24831,Europe & Central Asia,Spain,1992
24498,Europe & Central Asia,Spain,1993
25015,Europe & Central Asia,Spain,1994
25645,Europe & Central Asia,Spain,1995
26270,Europe & Central Asia,Spain,1996
27167,Europe & Central Asia,Spain,1997
28238,Europe & Central Asia,Spain,1998
29353,Europe & Central Asia,Spain,1999
30647,Europe & Central Asia,Spain,2000
31488,Europe & Central Asia,Spain,2001
31866,Europe & Central Asia,Spain,2002
32293,Europe & Central Asia,Spain,2003
32745,Europe & Central Asia,Spain,2004
33396,Europe & Central Asia,Spain,2005
34206,Europe & Central Asia,Spain,2006
34845,Europe & Central Asia,Spain,2007
34676,Europe & Central Asia,Spain,2008
33142,Europe & Central Asia,Spain,2009
32994,Europe & Central Asia,Spain,2010
32674,Europe & Central Asia,Spain,2011
31971,Europe & Central Asia,Spain,2012
31681,Europe & Central Asia,Spain,2013
1809,South Asia,Sri Lanka,1964
1820,South Asia,Sri Lanka,1965
1755,South Asia,Sri Lanka,1966
1870,South Asia,Sri Lanka,1967
1961,South Asia,Sri Lanka,1968
1993,South Asia,Sri Lanka,1969
2044,South Asia,Sri Lanka,1970
1988,South Asia,Sri Lanka,1971
1994,South Asia,Sri Lanka,1972
2039,South Asia,Sri Lanka,1973
2074,South Asia,Sri Lanka,1974
2091,South Asia,Sri Lanka,1975
2118,South Asia,Sri Lanka,1976
2220,South Asia,Sri Lanka,1977
2318,South Asia,Sri Lanka,1978
2424,South Asia,Sri Lanka,1979
2514,South Asia,Sri Lanka,1980
2630,South Asia,Sri Lanka,1981
2718,South Asia,Sri Lanka,1982
2820,South Asia,Sri Lanka,1983
2924,South Asia,Sri Lanka,1984
3008,South Asia,Sri Lanka,1985
3115,South Asia,Sri Lanka,1986
3101,South Asia,Sri Lanka,1987
3138,South Asia,Sri Lanka,1988
3178,South Asia,Sri Lanka,1989
3340,South Asia,Sri Lanka,1990
3442,South Asia,Sri Lanka,1991
3561,South Asia,Sri Lanka,1992
3759,South Asia,Sri Lanka,1993
3915,South Asia,Sri Lanka,1994
4075,South Asia,Sri Lanka,1995
4184,South Asia,Sri Lanka,1996
4396,South Asia,Sri Lanka,1997
4550,South Asia,Sri Lanka,1998
4677,South Asia,Sri Lanka,1999
4946,South Asia,Sri Lanka,2000
4949,South Asia,Sri Lanka,2001
5111,South Asia,Sri Lanka,2002
5344,South Asia,Sri Lanka,2003
5559,South Asia,Sri Lanka,2004
5843,South Asia,Sri Lanka,2005
6223,South Asia,Sri Lanka,2006
6586,South Asia,Sri Lanka,2007
6907,South Asia,Sri Lanka,2008
7080,South Asia,Sri Lanka,2009
7572,South Asia,Sri Lanka,2010
8112,South Asia,Sri Lanka,2011
8856,South Asia,Sri Lanka,2012
9426,South Asia,Sri Lanka,2013
2126,Sub-Saharan Africa,Sudan,1964
2220,Sub-Saharan Africa,Sudan,1965
2140,Sub-Saharan Africa,Sudan,1966
2022,Sub-Saharan Africa,Sudan,1967
2093,Sub-Saharan Africa,Sudan,1968
2167,Sub-Saharan Africa,Sudan,1969
2022,Sub-Saharan Africa,Sudan,1970
2106,Sub-Saharan Africa,Sudan,1971
2006,Sub-Saharan Africa,Sudan,1972
1785,Sub-Saharan Africa,Sudan,1973
1910,Sub-Saharan Africa,Sudan,1974
2091,Sub-Saharan Africa,Sudan,1975
2403,Sub-Saharan Africa,Sudan,1976
2687,Sub-Saharan Africa,Sudan,1977
2559,Sub-Saharan Africa,Sudan,1978
2213,Sub-Saharan Africa,Sudan,1979
2159,Sub-Saharan Africa,Sudan,1980
2137,Sub-Saharan Africa,Sudan,1981
2332,Sub-Saharan Africa,Sudan,1982
2233,Sub-Saharan Africa,Sudan,1983
2050,Sub-Saharan Africa,Sudan,1984
1850,Sub-Saharan Africa,Sudan,1985
1869,Sub-Saharan Africa,Sudan,1986
1871,Sub-Saharan Africa,Sudan,1987
1858,Sub-Saharan Africa,Sudan,1988
1961,Sub-Saharan Africa,Sudan,1989
1753,Sub-Saharan Africa,Sudan,1990
1830,Sub-Saharan Africa,Sudan,1991
1892,Sub-Saharan Africa,Sudan,1992
1918,Sub-Saharan Africa,Sudan,1993
1879,Sub-Saharan Africa,Sudan,1994
1934,Sub-Saharan Africa,Sudan,1995
1992,Sub-Saharan Africa,Sudan,1996
2142,Sub-Saharan Africa,Sudan,1997
2175,Sub-Saharan Africa,Sudan,1998
2183,Sub-Saharan Africa,Sudan,1999
2258,Sub-Saharan Africa,Sudan,2000
2338,Sub-Saharan Africa,Sudan,2001
2419,Sub-Saharan Africa,Sudan,2002
2533,Sub-Saharan Africa,Sudan,2003
2557,Sub-Saharan Africa,Sudan,2004
2672,Sub-Saharan Africa,Sudan,2005
2858,Sub-Saharan Africa,Sudan,2006
3097,Sub-Saharan Africa,Sudan,2007
3246,Sub-Saharan Africa,Sudan,2008
3259,Sub-Saharan Africa,Sudan,2009
3282,Sub-Saharan Africa,Sudan,2010
3524,Sub-Saharan Africa,Sudan,2011
3856,Sub-Saharan Africa,Sudan,2012
3903,Sub-Saharan Africa,Sudan,2013
7650,America,Suriname,1964
7829,America,Suriname,1965
8012,America,Suriname,1966
8199,America,Suriname,1967
8390,America,Suriname,1968
8586,America,Suriname,1969
8786,America,Suriname,1970
9315,America,Suriname,1971
9776,America,Suriname,1972
10239,America,Suriname,1973
10609,America,Suriname,1974
9648,America,Suriname,1975
10622,America,Suriname,1976
11830,America,Suriname,1977
12569,America,Suriname,1978
11872,America,Suriname,1979
10836,America,Suriname,1980
11515,America,Suriname,1981
10888,America,Suriname,1982
10291,America,Suriname,1983
9935,America,Suriname,1984
11162,America,Suriname,1985
10842,America,Suriname,1986
9949,America,Suriname,1987
10724,America,Suriname,1988
11131,America,Suriname,1989
10625,America,Suriname,1990
10759,America,Suriname,1991
10588,America,Suriname,1992
9690,America,Suriname,1993
9873,America,Suriname,1994
9848,America,Suriname,1995
9839,America,Suriname,1996
10263,America,Suriname,1997
10283,America,Suriname,1998
10054,America,Suriname,1999
9908,America,Suriname,2000
10214,America,Suriname,2001
10502,America,Suriname,2002
10979,America,Suriname,2003
11836,America,Suriname,2004
12225,America,Suriname,2005
12553,America,Suriname,2006
13059,America,Suriname,2007
13470,America,Suriname,2008
13747,America,Suriname,2009
14325,America,Suriname,2010
14942,America,Suriname,2011
15254,America,Suriname,2012
15556,America,Suriname,2013
2713,Sub-Saharan Africa,Swaziland,1964
3059,Sub-Saharan Africa,Swaziland,1965
3112,Sub-Saharan Africa,Swaziland,1966
3324,Sub-Saharan Africa,Swaziland,1967
3092,Sub-Saharan Africa,Swaziland,1968
3142,Sub-Saharan Africa,Swaziland,1969
3971,Sub-Saharan Africa,Swaziland,1970
3934,Sub-Saharan Africa,Swaziland,1971
4302,Sub-Saharan Africa,Swaziland,1972
4417,Sub-Saharan Africa,Swaziland,1973
4786,Sub-Saharan Africa,Swaziland,1974
4827,Sub-Saharan Africa,Swaziland,1975
4851,Sub-Saharan Africa,Swaziland,1976
4859,Sub-Saharan Africa,Swaziland,1977
4842,Sub-Saharan Africa,Swaziland,1978
4766,Sub-Saharan Africa,Swaziland,1979
4723,Sub-Saharan Africa,Swaziland,1980
4894,Sub-Saharan Africa,Swaziland,1981
5031,Sub-Saharan Africa,Swaziland,1982
4890,Sub-Saharan Africa,Swaziland,1983
4821,Sub-Saharan Africa,Swaziland,1984
4945,Sub-Saharan Africa,Swaziland,1985
4943,Sub-Saharan Africa,Swaziland,1986
5171,Sub-Saharan Africa,Swaziland,1987
4823,Sub-Saharan Africa,Swaziland,1988
4924,Sub-Saharan Africa,Swaziland,1989
4844,Sub-Saharan Africa,Swaziland,1990
4793,Sub-Saharan Africa,Swaziland,1991
4835,Sub-Saharan Africa,Swaziland,1992
4887,Sub-Saharan Africa,Swaziland,1993
4909,Sub-Saharan Africa,Swaziland,1994
5043,Sub-Saharan Africa,Swaziland,1995
5125,Sub-Saharan Africa,Swaziland,1996
5167,Sub-Saharan Africa,Swaziland,1997
5189,Sub-Saharan Africa,Swaziland,1998
5243,Sub-Saharan Africa,Swaziland,1999
5257,Sub-Saharan Africa,Swaziland,2000
5263,Sub-Saharan Africa,Swaziland,2001
5320,Sub-Saharan Africa,Swaziland,2002
5410,Sub-Saharan Africa,Swaziland,2003
5533,Sub-Saharan Africa,Swaziland,2004
5618,Sub-Saharan Africa,Swaziland,2005
5733,Sub-Saharan Africa,Swaziland,2006
5847,Sub-Saharan Africa,Swaziland,2007
5887,Sub-Saharan Africa,Swaziland,2008
5860,Sub-Saharan Africa,Swaziland,2009
5862,Sub-Saharan Africa,Swaziland,2010
5846,Sub-Saharan Africa,Swaziland,2011
5910,Sub-Saharan Africa,Swaziland,2012
5998,Sub-Saharan Africa,Swaziland,2013
18434,Europe & Central Asia,Sweden,1964
19142,Europe & Central Asia,Sweden,1965
19222,Europe & Central Asia,Sweden,1966
19709,Europe & Central Asia,Sweden,1967
20401,Europe & Central Asia,Sweden,1968
21168,Europe & Central Asia,Sweden,1969
22054,Europe & Central Asia,Sweden,1970
22277,Europe & Central Asia,Sweden,1971
22308,Europe & Central Asia,Sweden,1972
23232,Europe & Central Asia,Sweden,1973
25048,Europe & Central Asia,Sweden,1974
25353,Europe & Central Asia,Sweden,1975
25378,Europe & Central Asia,Sweden,1976
24567,Europe & Central Asia,Sweden,1977
24784,Europe & Central Asia,Sweden,1978
25827,Europe & Central Asia,Sweden,1979
26010,Europe & Central Asia,Sweden,1980
25869,Europe & Central Asia,Sweden,1981
26431,Europe & Central Asia,Sweden,1982
26808,Europe & Central Asia,Sweden,1983
27890,Europe & Central Asia,Sweden,1984
28202,Europe & Central Asia,Sweden,1985
29138,Europe & Central Asia,Sweden,1986
29889,Europe & Central Asia,Sweden,1987
30596,Europe & Central Asia,Sweden,1988
31161,Europe & Central Asia,Sweden,1989
30901,Europe & Central Asia,Sweden,1990
30340,Europe & Central Asia,Sweden,1991
29813,Europe & Central Asia,Sweden,1992
29028,Europe & Central Asia,Sweden,1993
30000,Europe & Central Asia,Sweden,1994
31044,Europe & Central Asia,Sweden,1995
31465,Europe & Central Asia,Sweden,1996
32360,Europe & Central Asia,Sweden,1997
33709,Europe & Central Asia,Sweden,1998
35208,Europe & Central Asia,Sweden,1999
36816,Europe & Central Asia,Sweden,2000
37292,Europe & Central Asia,Sweden,2001
37941,Europe & Central Asia,Sweden,2002
38702,Europe & Central Asia,Sweden,2003
40216,Europe & Central Asia,Sweden,2004
41184,Europe & Central Asia,Sweden,2005
42873,Europe & Central Asia,Sweden,2006
44005,Europe & Central Asia,Sweden,2007
43421,Europe & Central Asia,Sweden,2008
40820,Europe & Central Asia,Sweden,2009
42898,Europe & Central Asia,Sweden,2010
43709,Europe & Central Asia,Sweden,2011
43263,Europe & Central Asia,Sweden,2012
43448,Europe & Central Asia,Sweden,2013
30886,Europe & Central Asia,Switzerland,1964
31531,Europe & Central Asia,Switzerland,1965
31983,Europe & Central Asia,Switzerland,1966
32566,Europe & Central Asia,Switzerland,1967
33324,Europe & Central Asia,Switzerland,1968
34719,Europe & Central Asia,Switzerland,1969
36582,Europe & Central Asia,Switzerland,1970
37621,Europe & Central Asia,Switzerland,1971
38478,Europe & Central Asia,Switzerland,1972
39412,Europe & Central Asia,Switzerland,1973
39874,Europe & Central Asia,Switzerland,1974
37301,Europe & Central Asia,Switzerland,1975
37189,Europe & Central Asia,Switzerland,1976
38201,Europe & Central Asia,Switzerland,1977
38264,Europe & Central Asia,Switzerland,1978
39109,Europe & Central Asia,Switzerland,1979
40692,Europe & Central Asia,Switzerland,1980
41080,Europe & Central Asia,Switzerland,1981
40226,Europe & Central Asia,Switzerland,1982
40229,Europe & Central Asia,Switzerland,1983
41269,Europe & Central Asia,Switzerland,1984
42462,Europe & Central Asia,Switzerland,1985
42899,Europe & Central Asia,Switzerland,1986
42914,Europe & Central Asia,Switzerland,1987
43895,Europe & Central Asia,Switzerland,1988
45400,Europe & Central Asia,Switzerland,1989
46600,Europe & Central Asia,Switzerland,1990
45599,Europe & Central Asia,Switzerland,1991
45080,Europe & Central Asia,Switzerland,1992
44615,Europe & Central Asia,Switzerland,1993
44823,Europe & Central Asia,Switzerland,1994
44738,Europe & Central Asia,Switzerland,1995
44809,Europe & Central Asia,Switzerland,1996
45734,Europe & Central Asia,Switzerland,1997
46942,Europe & Central Asia,Switzerland,1998
47486,Europe & Central Asia,Switzerland,1999
49083,Europe & Central Asia,Switzerland,2000
49479,Europe & Central Asia,Switzerland,2001
49177,Europe & Central Asia,Switzerland,2002
48837,Europe & Central Asia,Switzerland,2003
49882,Europe & Central Asia,Switzerland,2004
51069,Europe & Central Asia,Switzerland,2005
52786,Europe & Central Asia,Switzerland,2006
54483,Europe & Central Asia,Switzerland,2007
55020,Europe & Central Asia,Switzerland,2008
53179,Europe & Central Asia,Switzerland,2009
54183,Europe & Central Asia,Switzerland,2010
54551,Europe & Central Asia,Switzerland,2011
54573,Europe & Central Asia,Switzerland,2012
54983,Europe & Central Asia,Switzerland,2013
2894,Middle East & North Africa,Syria,1964
2810,Middle East & North Africa,Syria,1965
2503,Middle East & North Africa,Syria,1966
2580,Middle East & North Africa,Syria,1967
2598,Middle East & North Africa,Syria,1968
3009,Middle East & North Africa,Syria,1969
2582,Middle East & North Africa,Syria,1970
2744,Middle East & North Africa,Syria,1971
3317,Middle East & North Africa,Syria,1972
2933,Middle East & North Africa,Syria,1973
3521,Middle East & North Africa,Syria,1974
4071,Middle East & North Africa,Syria,1975
4372,Middle East & North Africa,Syria,1976
4178,Middle East & North Africa,Syria,1977
4398,Middle East & North Africa,Syria,1978
4411,Middle East & North Africa,Syria,1979
4777,Middle East & North Africa,Syria,1980
5055,Middle East & North Africa,Syria,1981
4987,Middle East & North Africa,Syria,1982
4886,Middle East & North Africa,Syria,1983
4531,Middle East & North Africa,Syria,1984
4653,Middle East & North Africa,Syria,1985
4284,Middle East & North Africa,Syria,1986
4234,Middle East & North Africa,Syria,1987
4654,Middle East & North Africa,Syria,1988
3749,Middle East & North Africa,Syria,1989
3809,Middle East & North Africa,Syria,1990
3991,Middle East & North Africa,Syria,1991
4399,Middle East & North Africa,Syria,1992
4498,Middle East & North Africa,Syria,1993
4693,Middle East & North Africa,Syria,1994
4894,Middle East & North Africa,Syria,1995
5246,Middle East & North Africa,Syria,1996
5385,Middle East & North Africa,Syria,1997
5620,Middle East & North Africa,Syria,1998
5291,Middle East & North Africa,Syria,1999
5188,Middle East & North Africa,Syria,2000
5232,Middle East & North Africa,Syria,2001
5474,Middle East & North Africa,Syria,2002
5341,Middle East & North Africa,Syria,2003
5546,Middle East & North Africa,Syria,2004
5738,Middle East & North Africa,Syria,2005
5888,Middle East & North Africa,Syria,2006
6094,Middle East & North Africa,Syria,2007
6246,Middle East & North Africa,Syria,2008
6497,Middle East & North Africa,Syria,2009
6603,Middle East & North Africa,Syria,2010
6358,Middle East & North Africa,Syria,2011
6432,Middle East & North Africa,Syria,2012
5464,Middle East & North Africa,Syria,2013
3407,East Asia & Pacific,Taiwan,1964
3571,East Asia & Pacific,Taiwan,1965
3836,East Asia & Pacific,Taiwan,1966
4146,East Asia & Pacific,Taiwan,1967
4461,East Asia & Pacific,Taiwan,1968
4772,East Asia & Pacific,Taiwan,1969
5144,East Asia & Pacific,Taiwan,1970
5758,East Asia & Pacific,Taiwan,1971
6532,East Asia & Pacific,Taiwan,1972
7144,East Asia & Pacific,Taiwan,1973
6758,East Asia & Pacific,Taiwan,1974
7073,East Asia & Pacific,Taiwan,1975
8183,East Asia & Pacific,Taiwan,1976
8947,East Asia & Pacific,Taiwan,1977
9924,East Asia & Pacific,Taiwan,1978
10400,East Asia & Pacific,Taiwan,1979
10661,East Asia & Pacific,Taiwan,1980
11192,East Asia & Pacific,Taiwan,1981
11535,East Asia & Pacific,Taiwan,1982
12536,East Asia & Pacific,Taiwan,1983
13643,East Asia & Pacific,Taiwan,1984
14014,East Asia & Pacific,Taiwan,1985
16104,East Asia & Pacific,Taiwan,1986
17578,East Asia & Pacific,Taiwan,1987
17921,East Asia & Pacific,Taiwan,1988
19433,East Asia & Pacific,Taiwan,1989
20432,East Asia & Pacific,Taiwan,1990
21996,East Asia & Pacific,Taiwan,1991
23207,East Asia & Pacific,Taiwan,1992
24595,East Asia & Pacific,Taiwan,1993
26091,East Asia & Pacific,Taiwan,1994
27307,East Asia & Pacific,Taiwan,1995
28866,East Asia & Pacific,Taiwan,1996
30613,East Asia & Pacific,Taiwan,1997
31879,East Asia & Pacific,Taiwan,1998
32852,East Asia & Pacific,Taiwan,1999
34205,East Asia & Pacific,Taiwan,2000
32912,East Asia & Pacific,Taiwan,2001
34259,East Asia & Pacific,Taiwan,2002
34840,East Asia & Pacific,Taiwan,2003
36032,East Asia & Pacific,Taiwan,2004
36825,East Asia & Pacific,Taiwan,2005
37661,East Asia & Pacific,Taiwan,2006
38761,East Asia & Pacific,Taiwan,2007
36526,East Asia & Pacific,Taiwan,2008
36491,East Asia & Pacific,Taiwan,2009
39085,East Asia & Pacific,Taiwan,2010
39059,East Asia & Pacific,Taiwan,2011
39482,East Asia & Pacific,Taiwan,2012
40214,East Asia & Pacific,Taiwan,2013
3769,Europe & Central Asia,Tajikistan,1964
3930,Europe & Central Asia,Tajikistan,1965
4070,Europe & Central Asia,Tajikistan,1966
4200,Europe & Central Asia,Tajikistan,1967
4398,Europe & Central Asia,Tajikistan,1968
4413,Europe & Central Asia,Tajikistan,1969
4703,Europe & Central Asia,Tajikistan,1970
4776,Europe & Central Asia,Tajikistan,1971
4750,Europe & Central Asia,Tajikistan,1972
5095,Europe & Central Asia,Tajikistan,1973
5053,Europe & Central Asia,Tajikistan,1974
4883,Europe & Central Asia,Tajikistan,1975
4928,Europe & Central Asia,Tajikistan,1976
4864,Europe & Central Asia,Tajikistan,1977
4809,Europe & Central Asia,Tajikistan,1978
4617,Europe & Central Asia,Tajikistan,1979
4461,Europe & Central Asia,Tajikistan,1980
4344,Europe & Central Asia,Tajikistan,1981
4294,Europe & Central Asia,Tajikistan,1982
4274,Europe & Central Asia,Tajikistan,1983
4172,Europe & Central Asia,Tajikistan,1984
4059,Europe & Central Asia,Tajikistan,1985
4075,Europe & Central Asia,Tajikistan,1986
3981,Europe & Central Asia,Tajikistan,1987
3924,Europe & Central Asia,Tajikistan,1988
3855,Europe & Central Asia,Tajikistan,1989
3635,Europe & Central Asia,Tajikistan,1990
3302,Europe & Central Asia,Tajikistan,1991
2300,Europe & Central Asia,Tajikistan,1992
1891,Europe & Central Asia,Tajikistan,1993
1465,Europe & Central Asia,Tajikistan,1994
1266,Europe & Central Asia,Tajikistan,1995
1040,Europe & Central Asia,Tajikistan,1996
1045,Europe & Central Asia,Tajikistan,1997
1086,Europe & Central Asia,Tajikistan,1998
1111,Europe & Central Asia,Tajikistan,1999
1186,Europe & Central Asia,Tajikistan,2000
1285,Europe & Central Asia,Tajikistan,2001
1398,Europe & Central Asia,Tajikistan,2002
1522,Europe & Central Asia,Tajikistan,2003
1645,Europe & Central Asia,Tajikistan,2004
1719,Europe & Central Asia,Tajikistan,2005
1800,Europe & Central Asia,Tajikistan,2006
1898,Europe & Central Asia,Tajikistan,2007
2001,Europe & Central Asia,Tajikistan,2008
2029,Europe & Central Asia,Tajikistan,2009
2110,Europe & Central Asia,Tajikistan,2010
2212,Europe & Central Asia,Tajikistan,2011
2320,Europe & Central Asia,Tajikistan,2012
2432,Europe & Central Asia,Tajikistan,2013
1176,Sub-Saharan Africa,Tanzania,1964
1189,Sub-Saharan Africa,Tanzania,1965
1307,Sub-Saharan Africa,Tanzania,1966
1326,Sub-Saharan Africa,Tanzania,1967
1360,Sub-Saharan Africa,Tanzania,1968
1349,Sub-Saharan Africa,Tanzania,1969
1391,Sub-Saharan Africa,Tanzania,1970
1412,Sub-Saharan Africa,Tanzania,1971
1465,Sub-Saharan Africa,Tanzania,1972
1470,Sub-Saharan Africa,Tanzania,1973
1464,Sub-Saharan Africa,Tanzania,1974
1503,Sub-Saharan Africa,Tanzania,1975
1571,Sub-Saharan Africa,Tanzania,1976
1574,Sub-Saharan Africa,Tanzania,1977
1579,Sub-Saharan Africa,Tanzania,1978
1559,Sub-Saharan Africa,Tanzania,1979
1534,Sub-Saharan Africa,Tanzania,1980
1479,Sub-Saharan Africa,Tanzania,1981
1461,Sub-Saharan Africa,Tanzania,1982
1419,Sub-Saharan Africa,Tanzania,1983
1418,Sub-Saharan Africa,Tanzania,1984
