Country,Year,child_mortality,region
Rwanda,1974,238.4,Sub-Saharan Africa
Rwanda,1975,244.4,Sub-Saharan Africa
Rwanda,1976,248.5,Sub-Saharan Africa
Rwanda,1977,248.9,Sub-Saharan Africa
Rwanda,1978,243.7,Sub-Saharan Africa
Rwanda,1979,232.5,Sub-Saharan Africa
Rwanda,1980,217.4,Sub-Saharan Africa
Rwanda,1981,201.1,Sub-Saharan Africa
Rwanda,1982,185.9,Sub-Saharan Africa
Rwanda,1983,173.7,Sub-Saharan Africa
Rwanda,1984,165.2,Sub-Saharan Africa
Rwanda,1985,159.2,Sub-Saharan Africa
Rwanda,1986,154.1,Sub-Saharan Africa
Rwanda,1987,150.1,Sub-Saharan Africa
Rwanda,1988,147.6,Sub-Saharan Africa
Rwanda,1989,147,Sub-Saharan Africa
Rwanda,1990,148.9,Sub-Saharan Africa
Rwanda,1991,154,Sub-Saharan Africa
Rwanda,1992,161.9,Sub-Saharan Africa
Rwanda,1993,180.7,Sub-Saharan Africa
Rwanda,1994,293.8,Sub-Saharan Africa
Rwanda,1995,261.5,Sub-Saharan Africa
Rwanda,1996,196,Sub-Saharan Africa
Rwanda,1997,215.9,Sub-Saharan Africa
Rwanda,1998,227.5,Sub-Saharan Africa
Rwanda,1999,194.9,Sub-Saharan Africa
Rwanda,2000,179,Sub-Saharan Africa
Rwanda,2001,166.3,Sub-Saharan Africa
Rwanda,2002,151.8,Sub-Saharan Africa
Rwanda,2003,137.1,Sub-Saharan Africa
Rwanda,2004,122.7,Sub-Saharan Africa
Rwanda,2005,109.6,Sub-Saharan Africa
Rwanda,2006,97.9,Sub-Saharan Africa
Rwanda,2007,87.5,Sub-Saharan Africa
Rwanda,2008,78.3,Sub-Saharan Africa
Rwanda,2009,70.7,Sub-Saharan Africa
Rwanda,2010,64.2,Sub-Saharan Africa
Rwanda,2011,57.8,Sub-Saharan Africa
Rwanda,2012,52.3,Sub-Saharan Africa
Rwanda,2013,48.2,Sub-Saharan Africa
Samoa,1964,153.33,East Asia & Pacific
Samoa,1965,150.62,East Asia & Pacific
Samoa,1966,147.93,East Asia & Pacific
Samoa,1967,145.29,East Asia & Pacific
Samoa,1968,142.67,East Asia & Pacific
Samoa,1969,140.09,East Asia & Pacific
Samoa,1970,137.54,East Asia & Pacific
Samoa,1971,130.02,East Asia & Pacific
Samoa,1972,122.9,East Asia & Pacific
Samoa,1973,116.16,East Asia & Pacific
Samoa,1974,109.78,East Asia & Pacific
Samoa,1975,103.74,East Asia & Pacific
Samoa,1976,98.03,East Asia & Pacific
Samoa,1977,92.62,East Asia & Pacific
Samoa,1978,87.5,East Asia & Pacific
Samoa,1979,82.66,East Asia & Pacific
Samoa,1980,69.78,East Asia & Pacific
Samoa,1981,68.48,East Asia & Pacific
Samoa,1982,67.15,East Asia & Pacific
Samoa,1983,65.78,East Asia & Pacific
Samoa,1984,39,East Asia & Pacific
Samoa,1985,37.3,East Asia & Pacific
Samoa,1986,35.8,East Asia & Pacific
Samoa,1987,34.5,East Asia & Pacific
Samoa,1988,33.2,East Asia & Pacific
Samoa,1989,32.1,East Asia & Pacific
Samoa,1990,31,East Asia & Pacific
Samoa,1991,30,East Asia & Pacific
Samoa,1992,29,East Asia & Pacific
Samoa,1993,27.9,East Asia & Pacific
Samoa,1994,26.9,East Asia & Pacific
Samoa,1995,25.9,East Asia & Pacific
Samoa,1996,24.9,East Asia & Pacific
Samoa,1997,24.1,East Asia & Pacific
Samoa,1998,23.2,East Asia & Pacific
Samoa,1999,22.4,East Asia & Pacific
Samoa,2000,21.7,East Asia & Pacific
Samoa,2001,21,East Asia & Pacific
Samoa,2002,20.4,East Asia & Pacific
Samoa,2003,20,East Asia & Pacific
Samoa,2004,19.6,East Asia & Pacific
Samoa,2005,19.3,East Asia & Pacific
Samoa,2006,19.1,East Asia & Pacific
Samoa,2007,18.9,East Asia & Pacific
Samoa,2008,18.8,East Asia & Pacific
Samoa,2009,24.1,East Asia & Pacific
Samoa,2010,18.7,East Asia & Pacific
Samoa,2011,18.6,East Asia & Pacific
Samoa,2012,18.5,East Asia & Pacific
Samoa,2013,18.2,East Asia & Pacific
Sao Tome and Principe,1964,104.97,Sub-Saharan Africa
Sao Tome and Principe,1965,97.1,Sub-Saharan Africa
Sao Tome and Principe,1966,93.9,Sub-Saharan Africa
Sao Tome and Principe,1967,91.1,Sub-Saharan Africa
Sao Tome and Principe,1968,88.9,Sub-Saharan Africa
Sao Tome and Principe,1969,87.5,Sub-Saharan Africa
Sao Tome and Principe,1970,86.9,Sub-Saharan Africa
Sao Tome and Principe,1971,87,Sub-Saharan Africa
Sao Tome and Principe,1972,87.6,Sub-Saharan Africa
Sao Tome and Principe,1973,88.5,Sub-Saharan Africa
Sao Tome and Principe,1974,89.4,Sub-Saharan Africa
Sao Tome and Principe,1975,90.1,Sub-Saharan Africa
Sao Tome and Principe,1976,90.6,Sub-Saharan Africa
Sao Tome and Principe,1977,91,Sub-Saharan Africa
Sao Tome and Principe,1978,91.2,Sub-Saharan Africa
Sao Tome and Principe,1979,91.9,Sub-Saharan Africa
Sao Tome and Principe,1980,92.8,Sub-Saharan Africa
Sao Tome and Principe,1981,94.1,Sub-Saharan Africa
Sao Tome and Principe,1982,95.7,Sub-Saharan Africa
Sao Tome and Principe,1983,97.9,Sub-Saharan Africa
Sao Tome and Principe,1984,100.1,Sub-Saharan Africa
Sao Tome and Principe,1985,102.6,Sub-Saharan Africa
Sao Tome and Principe,1986,104.8,Sub-Saharan Africa
Sao Tome and Principe,1987,106.9,Sub-Saharan Africa
Sao Tome and Principe,1988,108.4,Sub-Saharan Africa
Sao Tome and Principe,1989,109.8,Sub-Saharan Africa
Sao Tome and Principe,1990,110.7,Sub-Saharan Africa
Sao Tome and Principe,1991,111.2,Sub-Saharan Africa
Sao Tome and Principe,1992,111.1,Sub-Saharan Africa
Sao Tome and Principe,1993,110.2,Sub-Saharan Africa
Sao Tome and Principe,1994,108.7,Sub-Saharan Africa
Sao Tome and Principe,1995,106.5,Sub-Saharan Africa
Sao Tome and Principe,1996,103.7,Sub-Saharan Africa
Sao Tome and Principe,1997,100.5,Sub-Saharan Africa
Sao Tome and Principe,1998,97,Sub-Saharan Africa
Sao Tome and Principe,1999,93.2,Sub-Saharan Africa
Sao Tome and Principe,2000,89.3,Sub-Saharan Africa
Sao Tome and Principe,2001,85.4,Sub-Saharan Africa
Sao Tome and Principe,2002,81.5,Sub-Saharan Africa
Sao Tome and Principe,2003,77.6,Sub-Saharan Africa
Sao Tome and Principe,2004,73.7,Sub-Saharan Africa
Sao Tome and Principe,2005,70.1,Sub-Saharan Africa
Sao Tome and Principe,2006,66.7,Sub-Saharan Africa
Sao Tome and Principe,2007,63.6,Sub-Saharan Africa
Sao Tome and Principe,2008,61,Sub-Saharan Africa
Sao Tome and Principe,2009,58.5,Sub-Saharan Africa
Sao Tome and Principe,2010,56.4,Sub-Saharan Africa
Sao Tome and Principe,2011,54.4,Sub-Saharan Africa
Sao Tome and Principe,2012,52.4,Sub-Saharan Africa
Sao Tome and Principe,2013,50.8,Sub-Saharan Africa
Saudi Arabia,1964,216.04,Middle East & North Africa
Saudi Arabia,1965,210,Middle East & North Africa
Saudi Arabia,1966,204.14,Middle East & North Africa
Saudi Arabia,1967,198.44,Middle East & North Africa
Saudi Arabia,1968,192.9,Middle East & North Africa
Saudi Arabia,1969,187.51,Middle East & North Africa
Saudi Arabia,1970,182.27,Middle East & North Africa
Saudi Arabia,1971,170.68,Middle East & North Africa
Saudi Arabia,1972,161,Middle East & North Africa
Saudi Arabia,1973,150.9,Middle East & North Africa
Saudi Arabia,1974,141.9,Middle East & North Africa
Saudi Arabia,1975,133.4,Middle East & North Africa
Saudi Arabia,1976,125.6,Middle East & North Africa
Saudi Arabia,1977,118,Middle East & North Africa
Saudi Arabia,1978,111.1,Middle East & North Africa
Saudi Arabia,1979,104.4,Middle East & North Africa
Saudi Arabia,1980,98,Middle East & North Africa
Saudi Arabia,1981,91.9,Middle East & North Africa
Saudi Arabia,1982,86,Middle East & North Africa
Saudi Arabia,1983,80.3,Middle East & North Africa
Saudi Arabia,1984,74.7,Middle East & North Africa
Saudi Arabia,1985,69.1,Middle East & North Africa
Saudi Arabia,1986,63.7,Middle East & North Africa
Saudi Arabia,1987,58.4,Middle East & North Africa
Saudi Arabia,1988,53.3,Middle East & North Africa
Saudi Arabia,1989,48.6,Middle East & North Africa
Saudi Arabia,1990,44.3,Middle East & North Africa
Saudi Arabia,1991,40.5,Middle East & North Africa
Saudi Arabia,1992,37.1,Middle East & North Africa
Saudi Arabia,1993,34.2,Middle East & North Africa
Saudi Arabia,1994,31.8,Middle East & North Africa
Saudi Arabia,1995,29.7,Middle East & North Africa
Saudi Arabia,1996,27.8,Middle East & North Africa
Saudi Arabia,1997,26.3,Middle East & North Africa
Saudi Arabia,1998,25,Middle East & North Africa
Saudi Arabia,1999,23.8,Middle East & North Africa
Saudi Arabia,2000,22.9,Middle East & North Africa
Saudi Arabia,2001,22,Middle East & North Africa
Saudi Arabia,2002,21.3,Middle East & North Africa
Saudi Arabia,2003,20.7,Middle East & North Africa
Saudi Arabia,2004,20.1,Middle East & North Africa
Saudi Arabia,2005,19.7,Middle East & North Africa
Saudi Arabia,2006,19.2,Middle East & North Africa
Saudi Arabia,2007,18.7,Middle East & North Africa
Saudi Arabia,2008,18.1,Middle East & North Africa
Saudi Arabia,2009,17.6,Middle East & North Africa
Saudi Arabia,2010,17,Middle East & North Africa
Saudi Arabia,2011,16.5,Middle East & North Africa
Saudi Arabia,2012,16,Middle East & North Africa
Saudi Arabia,2013,15.5,Middle East & North Africa
Senegal,1964,302.2,Sub-Saharan Africa
Senegal,1965,301.6,Sub-Saharan Africa
Senegal,1966,300.4,Sub-Saharan Africa
Senegal,1967,299,Sub-Saharan Africa
Senegal,1968,297,Sub-Saharan Africa
Senegal,1969,294.4,Sub-Saharan Africa
Senegal,1970,290.5,Sub-Saharan Africa
Senegal,1971,285.4,Sub-Saharan Africa
Senegal,1972,278.9,Sub-Saharan Africa
Senegal,1973,271.1,Sub-Saharan Africa
Senegal,1974,262.2,Sub-Saharan Africa
Senegal,1975,252.4,Sub-Saharan Africa
Senegal,1976,241.8,Sub-Saharan Africa
Senegal,1977,231.3,Sub-Saharan Africa
Senegal,1978,221.6,Sub-Saharan Africa
Senegal,1979,212.8,Sub-Saharan Africa
Senegal,1980,205.2,Sub-Saharan Africa
Senegal,1981,198.6,Sub-Saharan Africa
Senegal,1982,192.5,Sub-Saharan Africa
Senegal,1983,186.5,Sub-Saharan Africa
Senegal,1984,179.9,Sub-Saharan Africa
Senegal,1985,172.6,Sub-Saharan Africa
Senegal,1986,164.5,Sub-Saharan Africa
Senegal,1987,156.6,Sub-Saharan Africa
Senegal,1988,149.6,Sub-Saharan Africa
Senegal,1989,144.1,Sub-Saharan Africa
Senegal,1990,140.4,Sub-Saharan Africa
Senegal,1991,138.7,Sub-Saharan Africa
Senegal,1992,138.5,Sub-Saharan Africa
Senegal,1993,139.3,Sub-Saharan Africa
Senegal,1994,140.6,Sub-Saharan Africa
Senegal,1995,142.1,Sub-Saharan Africa
Senegal,1996,143.2,Sub-Saharan Africa
Senegal,1997,143.4,Sub-Saharan Africa
Senegal,1998,142.4,Sub-Saharan Africa
Senegal,1999,139.7,Sub-Saharan Africa
Senegal,2000,134.9,Sub-Saharan Africa
Senegal,2001,128.4,Sub-Saharan Africa
Senegal,2002,120.7,Sub-Saharan Africa
Senegal,2003,112.5,Sub-Saharan Africa
Senegal,2004,104.2,Sub-Saharan Africa
Senegal,2005,96.2,Sub-Saharan Africa
Senegal,2006,88.8,Sub-Saharan Africa
Senegal,2007,82,Sub-Saharan Africa
Senegal,2008,75.8,Sub-Saharan Africa
Senegal,2009,70.1,Sub-Saharan Africa
Senegal,2010,64.8,Sub-Saharan Africa
Senegal,2011,60,Sub-Saharan Africa
Senegal,2012,55.9,Sub-Saharan Africa
Senegal,2013,52.5,Sub-Saharan Africa
Serbia,1964,62.76,Europe & Central Asia
Serbia,1965,61.09,Europe & Central Asia
Serbia,1966,59.47,Europe & Central Asia
Serbia,1967,57.88,Europe & Central Asia
Serbia,1968,56.34,Europe & Central Asia
Serbia,1969,54.83,Europe & Central Asia
Serbia,1970,53.37,Europe & Central Asia
Serbia,1971,51.94,Europe & Central Asia
Serbia,1972,50.55,Europe & Central Asia
Serbia,1973,49.19,Europe & Central Asia
Serbia,1974,47.87,Europe & Central Asia
Serbia,1975,46.58,Europe & Central Asia
Serbia,1976,45.32,Europe & Central Asia
Serbia,1977,44.1,Europe & Central Asia
Serbia,1978,42.91,Europe & Central Asia
Serbia,1979,41.75,Europe & Central Asia
Serbia,1980,43.13,Europe & Central Asia
Serbia,1981,41.48,Europe & Central Asia
Serbia,1982,39.58,Europe & Central Asia
Serbia,1983,37.4,Europe & Central Asia
Serbia,1984,40.3,Europe & Central Asia
Serbia,1985,39.1,Europe & Central Asia
Serbia,1986,37.9,Europe & Central Asia
Serbia,1987,36.2,Europe & Central Asia
Serbia,1988,33.9,Europe & Central Asia
Serbia,1989,31.2,Europe & Central Asia
Serbia,1990,28.4,Europe & Central Asia
Serbia,1991,25.9,Europe & Central Asia
Serbia,1992,24.2,Europe & Central Asia
Serbia,1993,23.1,Europe & Central Asia
Serbia,1994,21.8,Europe & Central Asia
Serbia,1995,19.7,Europe & Central Asia
Serbia,1996,17.4,Europe & Central Asia
Serbia,1997,15.4,Europe & Central Asia
Serbia,1998,13.9,Europe & Central Asia
Serbia,1999,13.1,Europe & Central Asia
Serbia,2000,12.6,Europe & Central Asia
Serbia,2001,12.2,Europe & Central Asia
Serbia,2002,11.6,Europe & Central Asia
Serbia,2003,10.6,Europe & Central Asia
Serbia,2004,9.6,Europe & Central Asia
Serbia,2005,8.9,Europe & Central Asia
Serbia,2006,8.4,Europe & Central Asia
Serbia,2007,8.1,Europe & Central Asia
Serbia,2008,8,Europe & Central Asia
Serbia,2009,7.8,Europe & Central Asia
Serbia,2010,7.6,Europe & Central Asia
Serbia,2011,7.3,Europe & Central Asia
Serbia,2012,7.1,Europe & Central Asia
Serbia,2013,6.9,Europe & Central Asia
Seychelles,1964,93.4,Sub-Saharan Africa
Seychelles,1965,90.6,Sub-Saharan Africa
Seychelles,1966,87.5,Sub-Saharan Africa
Seychelles,1967,84,Sub-Saharan Africa
Seychelles,1968,80.1,Sub-Saharan Africa
Seychelles,1969,76.1,Sub-Saharan Africa
Seychelles,1970,71.9,Sub-Saharan Africa
Seychelles,1971,67.7,Sub-Saharan Africa
Seychelles,1972,63.4,Sub-Saharan Africa
Seychelles,1973,59.2,Sub-Saharan Africa
Seychelles,1974,54.8,Sub-Saharan Africa
Seychelles,1975,50.4,Sub-Saharan Africa
Seychelles,1976,45.8,Sub-Saharan Africa
Seychelles,1977,41.5,Sub-Saharan Africa
Seychelles,1978,37.4,Sub-Saharan Africa
Seychelles,1979,33.6,Sub-Saharan Africa
Seychelles,1980,30.4,Sub-Saharan Africa
Seychelles,1981,27.6,Sub-Saharan Africa
Seychelles,1982,25.3,Sub-Saharan Africa
Seychelles,1983,23.4,Sub-Saharan Africa
Seychelles,1984,21.8,Sub-Saharan Africa
Seychelles,1985,20.5,Sub-Saharan Africa
Seychelles,1986,19.5,Sub-Saharan Africa
Seychelles,1987,18.6,Sub-Saharan Africa
Seychelles,1988,17.8,Sub-Saharan Africa
Seychelles,1989,17.1,Sub-Saharan Africa
Seychelles,1990,16.5,Sub-Saharan Africa
Seychelles,1991,16,Sub-Saharan Africa
Seychelles,1992,15.5,Sub-Saharan Africa
Seychelles,1993,15.1,Sub-Saharan Africa
Seychelles,1994,14.7,Sub-Saharan Africa
Seychelles,1995,14.5,Sub-Saharan Africa
Seychelles,1996,14.3,Sub-Saharan Africa
Seychelles,1997,14.2,Sub-Saharan Africa
Seychelles,1998,14.2,Sub-Saharan Africa
Seychelles,1999,14.2,Sub-Saharan Africa
Seychelles,2000,14.3,Sub-Saharan Africa
Seychelles,2001,14.3,Sub-Saharan Africa
Seychelles,2002,14.3,Sub-Saharan Africa
Seychelles,2003,14.3,Sub-Saharan Africa
Seychelles,2004,14.3,Sub-Saharan Africa
Seychelles,2005,14.2,Sub-Saharan Africa
Seychelles,2006,14.2,Sub-Saharan Africa
Seychelles,2007,14.2,Sub-Saharan Africa
Seychelles,2008,14.2,Sub-Saharan Africa
Seychelles,2009,14.2,Sub-Saharan Africa
Seychelles,2010,14.2,Sub-Saharan Africa
Seychelles,2011,14.2,Sub-Saharan Africa
Seychelles,2012,14.2,Sub-Saharan Africa
Seychelles,2013,14,Sub-Saharan Africa
Sierra Leone,1964,372.6,Sub-Saharan Africa
Sierra Leone,1965,366.2,Sub-Saharan Africa
Sierra Leone,1966,359.8,Sub-Saharan Africa
Sierra Leone,1967,353.4,Sub-Saharan Africa
Sierra Leone,1968,346.6,Sub-Saharan Africa
Sierra Leone,1969,340.5,Sub-Saharan Africa
Sierra Leone,1970,334.6,Sub-Saharan Africa
Sierra Leone,1971,329,Sub-Saharan Africa
Sierra Leone,1972,323.6,Sub-Saharan Africa
Sierra Leone,1973,318.4,Sub-Saharan Africa
Sierra Leone,1974,313.4,Sub-Saharan Africa
Sierra Leone,1975,308.7,Sub-Saharan Africa
Sierra Leone,1976,304.2,Sub-Saharan Africa
Sierra Leone,1977,299.8,Sub-Saharan Africa
Sierra Leone,1978,295.7,Sub-Saharan Africa
Sierra Leone,1979,291.5,Sub-Saharan Africa
Sierra Leone,1980,287.6,Sub-Saharan Africa
Sierra Leone,1981,284,Sub-Saharan Africa
Sierra Leone,1982,280.9,Sub-Saharan Africa
Sierra Leone,1983,277.9,Sub-Saharan Africa
Sierra Leone,1984,275.2,Sub-Saharan Africa
Sierra Leone,1985,272.8,Sub-Saharan Africa
Sierra Leone,1986,270.5,Sub-Saharan Africa
Sierra Leone,1987,268.2,Sub-Saharan Africa
Sierra Leone,1988,266.7,Sub-Saharan Africa
Sierra Leone,1989,265.2,Sub-Saharan Africa
Sierra Leone,1990,264.3,Sub-Saharan Africa
Sierra Leone,1991,263.4,Sub-Saharan Africa
Sierra Leone,1992,262.6,Sub-Saharan Africa
Sierra Leone,1993,261.5,Sub-Saharan Africa
Sierra Leone,1994,259.9,Sub-Saharan Africa
Sierra Leone,1995,257.5,Sub-Saharan Africa
Sierra Leone,1996,254.4,Sub-Saharan Africa
Sierra Leone,1997,250.5,Sub-Saharan Africa
Sierra Leone,1998,246,Sub-Saharan Africa
Sierra Leone,1999,241.1,Sub-Saharan Africa
Sierra Leone,2000,235.8,Sub-Saharan Africa
Sierra Leone,2001,229.9,Sub-Saharan Africa
Sierra Leone,2002,223.9,Sub-Saharan Africa
Sierra Leone,2003,217.4,Sub-Saharan Africa
Sierra Leone,2004,210.8,Sub-Saharan Africa
Sierra Leone,2005,203.7,Sub-Saharan Africa
Sierra Leone,2006,196.2,Sub-Saharan Africa
Sierra Leone,2007,188,Sub-Saharan Africa
Sierra Leone,2008,179.1,Sub-Saharan Africa
Sierra Leone,2009,169.9,Sub-Saharan Africa
Sierra Leone,2010,160.2,Sub-Saharan Africa
Sierra Leone,2011,150.6,Sub-Saharan Africa
Sierra Leone,2012,141.6,Sub-Saharan Africa
Sierra Leone,2013,133.4,Sub-Saharan Africa
Singapore,1964,36.5,East Asia & Pacific
Singapore,1965,35,East Asia & Pacific
Singapore,1966,33.6,East Asia & Pacific
Singapore,1967,32,East Asia & Pacific
Singapore,1968,30.3,East Asia & Pacific
Singapore,1969,28.7,East Asia & Pacific
Singapore,1970,27.4,East Asia & Pacific
Singapore,1971,26.1,East Asia & Pacific
Singapore,1972,24.3,East Asia & Pacific
Singapore,1973,22,East Asia & Pacific
Singapore,1974,19.7,East Asia & Pacific
Singapore,1975,17.6,East Asia & Pacific
Singapore,1976,16,East Asia & Pacific
Singapore,1977,15.2,East Asia & Pacific
Singapore,1978,15.1,East Asia & Pacific
Singapore,1979,15.2,East Asia & Pacific
Singapore,1980,14.8,East Asia & Pacific
Singapore,1981,14.1,East Asia & Pacific
Singapore,1982,13.2,East Asia & Pacific
Singapore,1983,12.3,East Asia & Pacific
Singapore,1984,11.6,East Asia & Pacific
Singapore,1985,10.9,East Asia & Pacific
Singapore,1986,10.4,East Asia & Pacific
Singapore,1987,9.8,East Asia & Pacific
Singapore,1988,9.2,East Asia & Pacific
Singapore,1989,8.4,East Asia & Pacific
Singapore,1990,7.7,East Asia & Pacific
Singapore,1991,6.9,East Asia & Pacific
Singapore,1992,6.3,East Asia & Pacific
Singapore,1993,5.8,East Asia & Pacific
Singapore,1994,5.4,East Asia & Pacific
Singapore,1995,5.2,East Asia & Pacific
Singapore,1996,5,East Asia & Pacific
Singapore,1997,4.8,East Asia & Pacific
Singapore,1998,4.6,East Asia & Pacific
Singapore,1999,4.3,East Asia & Pacific
Singapore,2000,4,East Asia & Pacific
Singapore,2001,3.7,East Asia & Pacific
Singapore,2002,3.4,East Asia & Pacific
Singapore,2003,3.2,East Asia & Pacific
Singapore,2004,3,East Asia & Pacific
Singapore,2005,2.9,East Asia & Pacific
Singapore,2006,2.9,East Asia & Pacific
Singapore,2007,2.9,East Asia & Pacific
Singapore,2008,2.8,East Asia & Pacific
Singapore,2009,2.8,East Asia & Pacific
Singapore,2010,2.8,East Asia & Pacific
Singapore,2011,2.8,East Asia & Pacific
Singapore,2012,2.8,East Asia & Pacific
Singapore,2013,2.8,East Asia & Pacific
Slovak Republic,1964,32.66,Europe & Central Asia
Slovak Republic,1965,36.19,Europe & Central Asia
Slovak Republic,1966,33.8,Europe & Central Asia
Slovak Republic,1967,30.99,Europe & Central Asia
Slovak Republic,1968,29.27,Europe & Central Asia
Slovak Republic,1969,32.02,Europe & Central Asia
Slovak Republic,1970,30.72,Europe & Central Asia
Slovak Republic,1971,29.12,Europe & Central Asia
Slovak Republic,1972,30.06,Europe & Central Asia
Slovak Republic,1973,30.28,Europe & Central Asia
Slovak Republic,1974,27.72,Europe & Central Asia
Slovak Republic,1975,27.77,Europe & Central Asia
Slovak Republic,1976,28.19,Europe & Central Asia
Slovak Republic,1977,24.7,Europe & Central Asia
Slovak Republic,1978,25.07,Europe & Central Asia
Slovak Republic,1979,23.66,Europe & Central Asia
Slovak Republic,1980,23.16,Europe & Central Asia
Slovak Republic,1981,25.9,Europe & Central Asia
Slovak Republic,1982,24.8,Europe & Central Asia
Slovak Republic,1983,23.8,Europe & Central Asia
Slovak Republic,1984,22.8,Europe & Central Asia
Slovak Republic,1985,21.8,Europe & Central Asia
Slovak Republic,1986,20.9,Europe & Central Asia
Slovak Republic,1987,20,Europe & Central Asia
Slovak Republic,1988,19.2,Europe & Central Asia
Slovak Republic,1989,18.4,Europe & Central Asia
Slovak Republic,1990,17.7,Europe & Central Asia
Slovak Republic,1991,17,Europe & Central Asia
Slovak Republic,1992,16.3,Europe & Central Asia
Slovak Republic,1993,15.6,Europe & Central Asia
Slovak Republic,1994,15,Europe & Central Asia
Slovak Republic,1995,14.4,Europe & Central Asia
Slovak Republic,1996,13.8,Europe & Central Asia
Slovak Republic,1997,13.3,Europe & Central Asia
Slovak Republic,1998,12.7,Europe & Central Asia
Slovak Republic,1999,12.2,Europe & Central Asia
Slovak Republic,2000,11.8,Europe & Central Asia
Slovak Republic,2001,11.4,Europe & Central Asia
Slovak Republic,2002,11,Europe & Central Asia
Slovak Republic,2003,10.6,Europe & Central Asia
Slovak Republic,2004,10.2,Europe & Central Asia
Slovak Republic,2005,9.8,Europe & Central Asia
Slovak Republic,2006,9.5,Europe & Central Asia
Slovak Republic,2007,9.1,Europe & Central Asia
Slovak Republic,2008,8.8,Europe & Central Asia
Slovak Republic,2009,8.4,Europe & Central Asia
Slovak Republic,2010,8.1,Europe & Central Asia
Slovak Republic,2011,7.8,Europe & Central Asia
Slovak Republic,2012,7.5,Europe & Central Asia
Slovak Republic,2013,7.2,Europe & Central Asia
Slovenia,1964,35.68,Europe & Central Asia
Slovenia,1965,34.04,Europe & Central Asia
Slovenia,1966,32.48,Europe & Central Asia
Slovenia,1967,30.99,Europe & Central Asia
Slovenia,1968,29.56,Europe & Central Asia
Slovenia,1969,28.2,Europe & Central Asia
Slovenia,1970,26.9,Europe & Central Asia
Slovenia,1971,25.57,Europe & Central Asia
Slovenia,1972,24.3,Europe & Central Asia
Slovenia,1973,23.09,Europe & Central Asia
Slovenia,1974,21.95,Europe & Central Asia
Slovenia,1975,20.86,Europe & Central Asia
Slovenia,1976,19.82,Europe & Central Asia
Slovenia,1977,18.83,Europe & Central Asia
Slovenia,1978,17.9,Europe & Central Asia
Slovenia,1979,17.01,Europe & Central Asia
Slovenia,1980,16.16,Europe & Central Asia
Slovenia,1981,18,Europe & Central Asia
Slovenia,1982,17,Europe & Central Asia
Slovenia,1983,16.1,Europe & Central Asia
Slovenia,1984,15.3,Europe & Central Asia
Slovenia,1985,14.4,Europe & Central Asia
Slovenia,1986,13.5,Europe & Central Asia
Slovenia,1987,12.7,Europe & Central Asia
Slovenia,1988,11.9,Europe & Central Asia
Slovenia,1989,11.1,Europe & Central Asia
Slovenia,1990,10.4,Europe & Central Asia
Slovenia,1991,9.7,Europe & Central Asia
Slovenia,1992,9.1,Europe & Central Asia
Slovenia,1993,8.5,Europe & Central Asia
Slovenia,1994,7.9,Europe & Central Asia
Slovenia,1995,7.4,Europe & Central Asia
Slovenia,1996,6.9,Europe & Central Asia
Slovenia,1997,6.5,Europe & Central Asia
Slovenia,1998,6.2,Europe & Central Asia
Slovenia,1999,5.8,Europe & Central Asia
Slovenia,2000,5.5,Europe & Central Asia
Slovenia,2001,5.2,Europe & Central Asia
Slovenia,2002,5,Europe & Central Asia
Slovenia,2003,4.7,Europe & Central Asia
Slovenia,2004,4.5,Europe & Central Asia
Slovenia,2005,4.3,Europe & Central Asia
Slovenia,2006,4.1,Europe & Central Asia
Slovenia,2007,3.9,Europe & Central Asia
Slovenia,2008,3.7,Europe & Central Asia
Slovenia,2009,3.5,Europe & Central Asia
Slovenia,2010,3.3,Europe & Central Asia
Slovenia,2011,3.2,Europe & Central Asia
Slovenia,2012,3,Europe & Central Asia
Slovenia,2013,2.9,Europe & Central Asia
Solomon Islands,1964,157.9,East Asia & Pacific
Solomon Islands,1965,149.7,East Asia & Pacific
Solomon Islands,1966,141.4,East Asia & Pacific
Solomon Islands,1967,132.8,East Asia & Pacific
Solomon Islands,1968,124.1,East Asia & Pacific
Solomon Islands,1969,115.6,East Asia & Pacific
Solomon Islands,1970,107.2,East Asia & Pacific
Solomon Islands,1971,99.2,East Asia & Pacific
Solomon Islands,1972,91.9,East Asia & Pacific
Solomon Islands,1973,85.2,East Asia & Pacific
Solomon Islands,1974,79.1,East Asia & Pacific
Solomon Islands,1975,73.5,East Asia & Pacific
Solomon Islands,1976,68.4,East Asia & Pacific
Solomon Islands,1977,63.9,East Asia & Pacific
Solomon Islands,1978,59.9,East Asia & Pacific
Solomon Islands,1979,56.4,East Asia & Pacific
Solomon Islands,1980,53.5,East Asia & Pacific
Solomon Islands,1981,51.1,East Asia & Pacific
Solomon Islands,1982,49,East Asia & Pacific
Solomon Islands,1983,47.3,East Asia & Pacific
Solomon Islands,1984,45.8,East Asia & Pacific
Solomon Islands,1985,44.5,East Asia & Pacific
Solomon Islands,1986,43.3,East Asia & Pacific
Solomon Islands,1987,42.3,East Asia & Pacific
Solomon Islands,1988,41.4,East Asia & Pacific
Solomon Islands,1989,40.6,East Asia & Pacific
Solomon Islands,1990,39.7,East Asia & Pacific
Solomon Islands,1991,38.9,East Asia & Pacific
Solomon Islands,1992,37.9,East Asia & Pacific
Solomon Islands,1993,37,East Asia & Pacific
Solomon Islands,1994,36.2,East Asia & Pacific
