population,Country,Year,region
49153002,Tanzania,2013,Sub-Saharan Africa
30839333,Thailand,1964,East Asia & Pacific
31792743,Thailand,1965,East Asia & Pacific
32771644,Thailand,1966,East Asia & Pacific
33774026,Thailand,1967,East Asia & Pacific
34799247,Thailand,1968,East Asia & Pacific
35846930,Thailand,1969,East Asia & Pacific
36915397,Thailand,1970,East Asia & Pacific
38004462,Thailand,1971,East Asia & Pacific
39109571,Thailand,1972,East Asia & Pacific
40219377,Thailand,1973,East Asia & Pacific
41319380,Thailand,1974,East Asia & Pacific
42398941,Thailand,1975,East Asia & Pacific
43453204,Thailand,1976,East Asia & Pacific
44483729,Thailand,1977,East Asia & Pacific
45494423,Thailand,1978,East Asia & Pacific
46492281,Thailand,1979,East Asia & Pacific
47482643,Thailand,1980,East Asia & Pacific
48460289,Thailand,1981,East Asia & Pacific
49422519,Thailand,1982,East Asia & Pacific
50379788,Thailand,1983,East Asia & Pacific
51346204,Thailand,1984,East Asia & Pacific
52328663,Thailand,1985,East Asia & Pacific
53339762,Thailand,1986,East Asia & Pacific
54368583,Thailand,1987,East Asia & Pacific
55370526,Thailand,1988,East Asia & Pacific
56284973,Thailand,1989,East Asia & Pacific
57072058,Thailand,1990,East Asia & Pacific
57711519,Thailand,1991,East Asia & Pacific
58225969,Thailand,1992,East Asia & Pacific
58671177,Thailand,1993,East Asia & Pacific
59126690,Thailand,1994,East Asia & Pacific
59650157,Thailand,1995,East Asia & Pacific
60258113,Thailand,1996,East Asia & Pacific
60933752,Thailand,1997,East Asia & Pacific
61660383,Thailand,1998,East Asia & Pacific
62408639,Thailand,1999,East Asia & Pacific
63155029,Thailand,2000,East Asia & Pacific
63898879,Thailand,2001,East Asia & Pacific
64642931,Thailand,2002,East Asia & Pacific
65370277,Thailand,2003,East Asia & Pacific
66060383,Thailand,2004,East Asia & Pacific
66698483,Thailand,2005,East Asia & Pacific
67276383,Thailand,2006,East Asia & Pacific
67796451,Thailand,2007,East Asia & Pacific
68267982,Thailand,2008,East Asia & Pacific
68706122,Thailand,2009,East Asia & Pacific
69122234,Thailand,2010,East Asia & Pacific
69518555,Thailand,2011,East Asia & Pacific
69892142,Thailand,2012,East Asia & Pacific
70243267,Thailand,2013,East Asia & Pacific
537278,Timor-Leste,1964,East Asia & Pacific
547681,Timor-Leste,1965,East Asia & Pacific
558110,Timor-Leste,1966,East Asia & Pacific
568440,Timor-Leste,1967,East Asia & Pacific
579184,Timor-Leste,1968,East Asia & Pacific
591068,Timor-Leste,1969,East Asia & Pacific
604382,Timor-Leste,1970,East Asia & Pacific
620126,Timor-Leste,1971,East Asia & Pacific
637590,Timor-Leste,1972,East Asia & Pacific
653351,Timor-Leste,1973,East Asia & Pacific
662785,Timor-Leste,1974,East Asia & Pacific
662962,Timor-Leste,1975,East Asia & Pacific
652072,Timor-Leste,1976,East Asia & Pacific
632134,Timor-Leste,1977,East Asia & Pacific
608743,Timor-Leste,1978,East Asia & Pacific
589744,Timor-Leste,1979,East Asia & Pacific
580707,Timor-Leste,1980,East Asia & Pacific
583764,Timor-Leste,1981,East Asia & Pacific
597067,Timor-Leste,1982,East Asia & Pacific
617347,Timor-Leste,1983,East Asia & Pacific
639513,Timor-Leste,1984,East Asia & Pacific
659846,Timor-Leste,1985,East Asia & Pacific
677073,Timor-Leste,1986,East Asia & Pacific
692306,Timor-Leste,1987,East Asia & Pacific
706986,Timor-Leste,1988,East Asia & Pacific
723453,Timor-Leste,1989,East Asia & Pacific
743145,Timor-Leste,1990,East Asia & Pacific
767267,Timor-Leste,1991,East Asia & Pacific
794561,Timor-Leste,1992,East Asia & Pacific
821141,Timor-Leste,1993,East Asia & Pacific
841687,Timor-Leste,1994,East Asia & Pacific
852817,Timor-Leste,1995,East Asia & Pacific
852280,Timor-Leste,1996,East Asia & Pacific
842341,Timor-Leste,1997,East Asia & Pacific
829617,Timor-Leste,1998,East Asia & Pacific
823386,Timor-Leste,1999,East Asia & Pacific
830089,Timor-Leste,2000,East Asia & Pacific
852522,Timor-Leste,2001,East Asia & Pacific
888099,Timor-Leste,2002,East Asia & Pacific
931324,Timor-Leste,2003,East Asia & Pacific
974024,Timor-Leste,2004,East Asia & Pacific
1010367,Timor-Leste,2005,East Asia & Pacific
1038572,Timor-Leste,2006,East Asia & Pacific
1060770,Timor-Leste,2007,East Asia & Pacific
1079749,Timor-Leste,2008,East Asia & Pacific
1099887,Timor-Leste,2009,East Asia & Pacific
1124355,Timor-Leste,2010,East Asia & Pacific
1153834,Timor-Leste,2011,East Asia & Pacific
1187194,Timor-Leste,2012,East Asia & Pacific
1223665,Timor-Leste,2013,East Asia & Pacific
1654451,Togo,1964,Sub-Saharan Africa
1699541,Togo,1965,Sub-Saharan Africa
1763332,Togo,1966,Sub-Saharan Africa
1843004,Togo,1967,Sub-Saharan Africa
1931480,Togo,1968,Sub-Saharan Africa
2018669,Togo,1969,Sub-Saharan Africa
2097273,Togo,1970,Sub-Saharan Africa
2165335,Togo,1971,Sub-Saharan Africa
2225052,Togo,1972,Sub-Saharan Africa
2278418,Togo,1973,Sub-Saharan Africa
2328971,Togo,1974,Sub-Saharan Africa
2379649,Togo,1975,Sub-Saharan Africa
2430120,Togo,1976,Sub-Saharan Africa
2480291,Togo,1977,Sub-Saharan Africa
2533721,Togo,1978,Sub-Saharan Africa
2594914,Togo,1979,Sub-Saharan Africa
2666921,Togo,1980,Sub-Saharan Africa
2751151,Togo,1981,Sub-Saharan Africa
2846305,Togo,1982,Sub-Saharan Africa
2949279,Togo,1983,Sub-Saharan Africa
3055479,Togo,1984,Sub-Saharan Africa
3161327,Togo,1985,Sub-Saharan Africa
3266857,Togo,1986,Sub-Saharan Africa
3372562,Togo,1987,Sub-Saharan Africa
3475964,Togo,1988,Sub-Saharan Africa
3574135,Togo,1989,Sub-Saharan Africa
3665509,Togo,1990,Sub-Saharan Africa
3747750,Togo,1991,Sub-Saharan Africa
3822591,Togo,1992,Sub-Saharan Africa
3897510,Togo,1993,Sub-Saharan Africa
3982804,Togo,1994,Sub-Saharan Africa
4085492,Togo,1995,Sub-Saharan Africa
4208738,Togo,1996,Sub-Saharan Africa
4349349,Togo,1997,Sub-Saharan Africa
4500173,Togo,1998,Sub-Saharan Africa
4650754,Togo,1999,Sub-Saharan Africa
4793504,Togo,2000,Sub-Saharan Africa
4926142,Togo,2001,Sub-Saharan Africa
5050919,Togo,2002,Sub-Saharan Africa
5170252,Togo,2003,Sub-Saharan Africa
5288273,Togo,2004,Sub-Saharan Africa
5408044,Togo,2005,Sub-Saharan Africa
5529908,Togo,2006,Sub-Saharan Africa
5652811,Togo,2007,Sub-Saharan Africa
5776837,Togo,2008,Sub-Saharan Africa
5901859,Togo,2009,Sub-Saharan Africa
6027798,Togo,2010,Sub-Saharan Africa
6154813,Togo,2011,Sub-Saharan Africa
6283092,Togo,2012,Sub-Saharan Africa
6412560,Togo,2013,Sub-Saharan Africa
1170,Tokelau,2006,East Asia & Pacific
71758,Tonga,1964,East Asia & Pacific
74364,Tonga,1965,East Asia & Pacific
76787,Tonga,1966,East Asia & Pacific
79049,Tonga,1967,East Asia & Pacific
81096,Tonga,1968,East Asia & Pacific
82879,Tonga,1969,East Asia & Pacific
84369,Tonga,1970,East Asia & Pacific
85518,Tonga,1971,East Asia & Pacific
86347,Tonga,1972,East Asia & Pacific
86982,Tonga,1973,East Asia & Pacific
87606,Tonga,1974,East Asia & Pacific
88343,Tonga,1975,East Asia & Pacific
89252,Tonga,1976,East Asia & Pacific
90290,Tonga,1977,East Asia & Pacific
91354,Tonga,1978,East Asia & Pacific
92292,Tonga,1979,East Asia & Pacific
92999,Tonga,1980,East Asia & Pacific
93443,Tonga,1981,East Asia & Pacific
93673,Tonga,1982,East Asia & Pacific
93766,Tonga,1983,East Asia & Pacific
93829,Tonga,1984,East Asia & Pacific
93944,Tonga,1985,East Asia & Pacific
94139,Tonga,1986,East Asia & Pacific
94392,Tonga,1987,East Asia & Pacific
94674,Tonga,1988,East Asia & Pacific
94938,Tonga,1989,East Asia & Pacific
95150,Tonga,1990,East Asia & Pacific
95305,Tonga,1991,East Asia & Pacific
95426,Tonga,1992,East Asia & Pacific
95541,Tonga,1993,East Asia & Pacific
95691,Tonga,1994,East Asia & Pacific
95907,Tonga,1995,East Asia & Pacific
96196,Tonga,1996,East Asia & Pacific
96551,Tonga,1997,East Asia & Pacific
96966,Tonga,1998,East Asia & Pacific
97431,Tonga,1999,East Asia & Pacific
97935,Tonga,2000,East Asia & Pacific
98476,Tonga,2001,East Asia & Pacific
99053,Tonga,2002,East Asia & Pacific
99659,Tonga,2003,East Asia & Pacific
100286,Tonga,2004,East Asia & Pacific
100926,Tonga,2005,East Asia & Pacific
101584,Tonga,2006,East Asia & Pacific
102254,Tonga,2007,East Asia & Pacific
102910,Tonga,2008,East Asia & Pacific
103519,Tonga,2009,East Asia & Pacific
104058,Tonga,2010,East Asia & Pacific
104509,Tonga,2011,East Asia & Pacific
104891,Tonga,2012,East Asia & Pacific
105265,Tonga,2013,East Asia & Pacific
883421,Trinidad and Tobago,1964,America
893922,Trinidad and Tobago,1965,America
907340,Trinidad and Tobago,1966,America
922942,Trinidad and Tobago,1967,America
939413,Trinidad and Tobago,1968,America
954771,Trinidad and Tobago,1969,America
967658,Trinidad and Tobago,1970,America
977679,Trinidad and Tobago,1971,America
985548,Trinidad and Tobago,1972,America
992348,Trinidad and Tobago,1973,America
999650,Trinidad and Tobago,1974,America
1008617,Trinidad and Tobago,1975,America
1019403,Trinidad and Tobago,1976,America
1031694,Trinidad and Tobago,1977,America
1045600,Trinidad and Tobago,1978,America
1061140,Trinidad and Tobago,1979,America
1078200,Trinidad and Tobago,1980,America
1097067,Trinidad and Tobago,1981,America
1117461,Trinidad and Tobago,1982,America
1138006,Trinidad and Tobago,1983,America
1156858,Trinidad and Tobago,1984,America
1172735,Trinidad and Tobago,1985,America
1185012,Trinidad and Tobago,1986,America
1194138,Trinidad and Tobago,1987,America
1201224,Trinidad and Tobago,1988,America
1207942,Trinidad and Tobago,1989,America
1215494,Trinidad and Tobago,1990,America
1224233,Trinidad and Tobago,1991,America
1233753,Trinidad and Tobago,1992,America
1243590,Trinidad and Tobago,1993,America
1253000,Trinidad and Tobago,1994,America
1261443,Trinidad and Tobago,1995,America
1268851,Trinidad and Tobago,1996,America
1275460,Trinidad and Tobago,1997,America
1281396,Trinidad and Tobago,1998,America
1286871,Trinidad and Tobago,1999,America
1292058,Trinidad and Tobago,2000,America
1296962,Trinidad and Tobago,2001,America
1301576,Trinidad and Tobago,2002,America
1306065,Trinidad and Tobago,2003,America
1310622,Trinidad and Tobago,2004,America
1315386,Trinidad and Tobago,2005,America
1320418,Trinidad and Tobago,2006,America
1325672,Trinidad and Tobago,2007,America
1331040,Trinidad and Tobago,2008,America
1336349,Trinidad and Tobago,2009,America
1341465,Trinidad and Tobago,2010,America
1346350,Trinidad and Tobago,2011,America
1350999,Trinidad and Tobago,2012,America
1355342,Trinidad and Tobago,2013,America
4541457,Tunisia,1964,Middle East & North Africa
4630000,Tunisia,1965,Middle East & North Africa
4723497,Tunisia,1966,Middle East & North Africa
4821782,Tunisia,1967,Middle East & North Africa
4923201,Tunisia,1968,Middle East & North Africa
5025402,Tunisia,1969,Middle East & North Africa
5127001,Tunisia,1970,Middle East & North Africa
5226965,Tunisia,1971,Middle East & North Africa
5326668,Tunisia,1972,Middle East & North Africa
5430023,Tunisia,1973,Middle East & North Africa
5542400,Tunisia,1974,Middle East & North Africa
5667516,Tunisia,1975,Middle East & North Africa
5806713,Tunisia,1976,Middle East & North Africa
5958456,Tunisia,1977,Middle East & North Africa
6120018,Tunisia,1978,Middle East & North Africa
6287287,Tunisia,1979,Middle East & North Africa
6457092,Tunisia,1980,Middle East & North Africa
6628154,Tunisia,1981,Middle East & North Africa
6800734,Tunisia,1982,Middle East & North Africa
6974955,Tunisia,1983,Middle East & North Africa
7151430,Tunisia,1984,Middle East & North Africa
7330267,Tunisia,1985,Middle East & North Africa
7511099,Tunisia,1986,Middle East & North Africa
7692463,Tunisia,1987,Middle East & North Africa
7872065,Tunisia,1988,Middle East & North Africa
8047027,Tunisia,1989,Middle East & North Africa
8215111,Tunisia,1990,Middle East & North Africa
8375587,Tunisia,1991,Middle East & North Africa
8528401,Tunisia,1992,Middle East & North Africa
8672916,Tunisia,1993,Middle East & North Africa
8808669,Tunisia,1994,Middle East & North Africa
8935523,Tunisia,1995,Middle East & North Africa
9053410,Tunisia,1996,Middle East & North Africa
9162870,Tunisia,1997,Middle East & North Africa
9265266,Tunisia,1998,Middle East & North Africa
9362447,Tunisia,1999,Middle East & North Africa
9456117,Tunisia,2000,Middle East & North Africa
9546453,Tunisia,2001,Middle East & North Africa
9634180,Tunisia,2002,Middle East & North Africa
9722180,Tunisia,2003,Middle East & North Africa
9814009,Tunisia,2004,Middle East & North Africa
9912114,Tunisia,2005,Middle East & North Africa
10017832,Tunisia,2006,Middle East & North Africa
10130368,Tunisia,2007,Middle East & North Africa
10247325,Tunisia,2008,Middle East & North Africa
10365089,Tunisia,2009,Middle East & North Africa
10480934,Tunisia,2010,Middle East & North Africa
10594057,Tunisia,2011,Middle East & North Africa
10704948,Tunisia,2012,Middle East & North Africa
10813680,Tunisia,2013,Middle East & North Africa
31109820,Turkey,1964,Europe & Central Asia
31837999,Turkey,1965,Europe & Central Asia
32556294,Turkey,1966,Europe & Central Asia
33267998,Turkey,1967,Europe & Central Asia
33982141,Turkey,1968,Europe & Central Asia
34711167,Turkey,1969,Europe & Central Asia
35464196,Turkey,1970,Europe & Central Asia
36245756,Turkey,1971,Europe & Central Asia
37054168,Turkey,1972,Europe & Central Asia
37884870,Turkey,1973,Europe & Central Asia
38730367,Turkey,1974,Europe & Central Asia
39585821,Turkey,1975,Europe & Central Asia
40446729,Turkey,1976,Europe & Central Asia
41316297,Turkey,1977,Europe & Central Asia
42206204,Turkey,1978,Europe & Central Asia
43132612,Turkey,1979,Europe & Central Asia
44105216,Turkey,1980,Europe & Central Asia
45130008,Turkey,1981,Europe & Central Asia
46198027,Turkey,1982,Europe & Central Asia
47285732,Turkey,1983,Europe & Central Asia
48360679,Turkey,1984,Europe & Central Asia
49399630,Turkey,1985,Europe & Central Asia
50393538,Turkey,1986,Europe & Central Asia
51349154,Turkey,1987,Europe & Central Asia
52278499,Turkey,1988,Europe & Central Asia
53200802,Turkey,1989,Europe & Central Asia
54130268,Turkey,1990,Europe & Central Asia
55068880,Turkey,1991,Europe & Central Asia
56012109,Turkey,1992,Europe & Central Asia
56959988,Turkey,1993,Europe & Central Asia
57911273,Turkey,1994,Europe & Central Asia
58864649,Turkey,1995,Europe & Central Asia
59821978,Turkey,1996,Europe & Central Asia
60783217,Turkey,1997,Europe & Central Asia
61742674,Turkey,1998,Europe & Central Asia
62692616,Turkey,1999,Europe & Central Asia
63627862,Turkey,2000,Europe & Central Asia
64544914,Turkey,2001,Europe & Central Asia
65446165,Turkey,2002,Europe & Central Asia
66339433,Turkey,2003,Europe & Central Asia
67235927,Turkey,2004,Europe & Central Asia
68143186,Turkey,2005,Europe & Central Asia
69063538,Turkey,2006,Europe & Central Asia
69992754,Turkey,2007,Europe & Central Asia
70923730,Turkey,2008,Europe & Central Asia
71846212,Turkey,2009,Europe & Central Asia
72752325,Turkey,2010,Europe & Central Asia
73639596,Turkey,2011,Europe & Central Asia
74508771,Turkey,2012,Europe & Central Asia
75359032,Turkey,2013,Europe & Central Asia
1829697,Turkmenistan,1964,Europe & Central Asia
1890000,Turkmenistan,1965,Europe & Central Asia
1949425,Turkmenistan,1966,Europe & Central Asia
2008148,Turkmenistan,1967,Europe & Central Asia
2066889,Turkmenistan,1968,Europe & Central Asia
2126749,Turkmenistan,1969,Europe & Central Asia
2188499,Turkmenistan,1970,Europe & Central Asia
2252386,Turkmenistan,1971,Europe & Central Asia
2318070,Turkmenistan,1972,Europe & Central Asia
2385039,Turkmenistan,1973,Europe & Central Asia
2452528,Turkmenistan,1974,Europe & Central Asia
2520002,Turkmenistan,1975,Europe & Central Asia
2587417,Turkmenistan,1976,Europe & Central Asia
2655036,Turkmenistan,1977,Europe & Central Asia
2723006,Turkmenistan,1978,Europe & Central Asia
2791575,Turkmenistan,1979,Europe & Central Asia
2861000,Turkmenistan,1980,Europe & Central Asia
2931343,Turkmenistan,1981,Europe & Central Asia
3002785,Turkmenistan,1982,Europe & Central Asia
3075867,Turkmenistan,1983,Europe & Central Asia
3151262,Turkmenistan,1984,Europe & Central Asia
3229499,Turkmenistan,1985,Europe & Central Asia
3310059,Turkmenistan,1986,Europe & Central Asia
3392823,Turkmenistan,1987,Europe & Central Asia
3479088,Turkmenistan,1988,Europe & Central Asia
3570558,Turkmenistan,1989,Europe & Central Asia
3668000,Turkmenistan,1990,Europe & Central Asia
3772350,Turkmenistan,1991,Europe & Central Asia
3881973,Turkmenistan,1992,Europe & Central Asia
3991917,Turkmenistan,1993,Europe & Central Asia
4095512,Turkmenistan,1994,Europe & Central Asia
4188010,Turkmenistan,1995,Europe & Central Asia
4267690,Turkmenistan,1996,Europe & Central Asia
4335991,Turkmenistan,1997,Europe & Central Asia
4395293,Turkmenistan,1998,Europe & Central Asia
4449427,Turkmenistan,1999,Europe & Central Asia
4501419,Turkmenistan,2000,Europe & Central Asia
4551737,Turkmenistan,2001,Europe & Central Asia
4600093,Turkmenistan,2002,Europe & Central Asia
4647912,Turkmenistan,2003,Europe & Central Asia
4696771,Turkmenistan,2004,Europe & Central Asia
4747839,Turkmenistan,2005,Europe & Central Asia
4801847,Turkmenistan,2006,Europe & Central Asia
4858843,Turkmenistan,2007,Europe & Central Asia
4918396,Turkmenistan,2008,Europe & Central Asia
4979672,Turkmenistan,2009,Europe & Central Asia
5041995,Turkmenistan,2010,Europe & Central Asia
5105301,Turkmenistan,2011,Europe & Central Asia
5169660,Turkmenistan,2012,Europe & Central Asia
5234640,Turkmenistan,2013,Europe & Central Asia
7746988,Uganda,1964,Sub-Saharan Africa
8014352,Uganda,1965,Sub-Saharan Africa
8290837,Uganda,1966,Sub-Saharan Africa
8576166,Uganda,1967,Sub-Saharan Africa
8866641,Uganda,1968,Sub-Saharan Africa
9157569,Uganda,1969,Sub-Saharan Africa
9445932,Uganda,1970,Sub-Saharan Africa
9730174,Uganda,1971,Sub-Saharan Africa
10012125,Uganda,1972,Sub-Saharan Africa
10296444,Uganda,1973,Sub-Saharan Africa
10589763,Uganda,1974,Sub-Saharan Africa
10897136,Uganda,1975,Sub-Saharan Africa
11221247,Uganda,1976,Sub-Saharan Africa
11561734,Uganda,1977,Sub-Saharan Africa
11917048,Uganda,1978,Sub-Saharan Africa
12284315,Uganda,1979,Sub-Saharan Africa
12662131,Uganda,1980,Sub-Saharan Africa
13049012,Uganda,1981,Sub-Saharan Africa
13447769,Uganda,1982,Sub-Saharan Africa
13866291,Uganda,1983,Sub-Saharan Africa
14315090,Uganda,1984,Sub-Saharan Africa
14801113,Uganda,1985,Sub-Saharan Africa
15327718,Uganda,1986,Sub-Saharan Africa
15891143,Uganda,1987,Sub-Saharan Africa
16482365,Uganda,1988,Sub-Saharan Africa
17088426,Uganda,1989,Sub-Saharan Africa
17699717,Uganda,1990,Sub-Saharan Africa
18314701,Uganda,1991,Sub-Saharan Africa
18935726,Uganda,1992,Sub-Saharan Africa
19561967,Uganda,1993,Sub-Saharan Africa
20193432,Uganda,1994,Sub-Saharan Africa
20831075,Uganda,1995,Sub-Saharan Africa
21473592,Uganda,1996,Sub-Saharan Africa
22123185,Uganda,1997,Sub-Saharan Africa
22788843,Uganda,1998,Sub-Saharan Africa
23482533,Uganda,1999,Sub-Saharan Africa
24213120,Uganda,2000,Sub-Saharan Africa
24984181,Uganda,2001,Sub-Saharan Africa
25794397,Uganda,2002,Sub-Saharan Africa
26641627,Uganda,2003,Sub-Saharan Africa
27521632,Uganda,2004,Sub-Saharan Africa
28431204,Uganda,2005,Sub-Saharan Africa
29370251,Uganda,2006,Sub-Saharan Africa
30339895,Uganda,2007,Sub-Saharan Africa
31339392,Uganda,2008,Sub-Saharan Africa
32367909,Uganda,2009,Sub-Saharan Africa
33424683,Uganda,2010,Sub-Saharan Africa
34509205,Uganda,2011,Sub-Saharan Africa
35620977,Uganda,2012,Sub-Saharan Africa
36759274,Uganda,2013,Sub-Saharan Africa
44868657,Ukraine,1964,Europe & Central Asia
45340503,Ukraine,1965,Europe & Central Asia
45779461,Ukraine,1966,Europe & Central Asia
46187918,Ukraine,1967,Europe & Central Asia
46573376,Ukraine,1968,Europe & Central Asia
46947038,Ukraine,1969,Europe & Central Asia
47316501,Ukraine,1970,Europe & Central Asia
47685533,Ukraine,1971,Europe & Central Asia
48050256,Ukraine,1972,Europe & Central Asia
48401549,Ukraine,1973,Europe & Central Asia
48726373,Ukraine,1974,Europe & Central Asia
49015998,Ukraine,1975,Europe & Central Asia
49266997,Ukraine,1976,Europe & Central Asia
49484239,Ukraine,1977,Europe & Central Asia
49677426,Ukraine,1978,Europe & Central Asia
49860466,Ukraine,1979,Europe & Central Asia
50043550,Ukraine,1980,Europe & Central Asia
50227328,Ukraine,1981,Europe & Central Asia
50408687,Ukraine,1982,Europe & Central Asia
50589152,Ukraine,1983,Europe & Central Asia
50769702,Ukraine,1984,Europe & Central Asia
50949364,Ukraine,1985,Europe & Central Asia
51128208,Ukraine,1986,Europe & Central Asia
51301215,Ukraine,1987,Europe & Central Asia
51455595,Ukraine,1988,Europe & Central Asia
51574638,Ukraine,1989,Europe & Central Asia
51644914,Ukraine,1990,Europe & Central Asia
51666114,Ukraine,1991,Europe & Central Asia
51637719,Ukraine,1992,Europe & Central Asia
51546666,Ukraine,1993,Europe & Central Asia
51377434,Ukraine,1994,Europe & Central Asia
51121722,Ukraine,1995,Europe & Central Asia
50773323,Ukraine,1996,Europe & Central Asia
50342838,Ukraine,1997,Europe & Central Asia
49860125,Ukraine,1998,Europe & Central Asia
49366106,Ukraine,1999,Europe & Central Asia
48891792,Ukraine,2000,Europe & Central Asia
48448267,Ukraine,2001,Europe & Central Asia
48032368,Ukraine,2002,Europe & Central Asia
47643278,Ukraine,2003,Europe & Central Asia
47275250,Ukraine,2004,Europe & Central Asia
46923927,Ukraine,2005,Europe & Central Asia
46591797,Ukraine,2006,Europe & Central Asia
46282158,Ukraine,2007,Europe & Central Asia
45991584,Ukraine,2008,Europe & Central Asia
45715010,Ukraine,2009,Europe & Central Asia
45448329,Ukraine,2010,Europe & Central Asia
45190180,Ukraine,2011,Europe & Central Asia
44940268,Ukraine,2012,Europe & Central Asia
44696741,Ukraine,2013,Europe & Central Asia
134478,United Arab Emirates,1964,Middle East & North Africa
146387,United Arab Emirates,1965,Middle East & North Africa
156934,United Arab Emirates,1966,Middle East & North Africa
167420,United Arab Emirates,1967,Middle East & North Africa
180858,United Arab Emirates,1968,Middle East & North Africa
201308,United Arab Emirates,1969,Middle East & North Africa
231754,United Arab Emirates,1970,Middle East & North Africa
272529,United Arab Emirates,1971,Middle East & North Africa
322868,United Arab Emirates,1972,Middle East & North Africa
383152,United Arab Emirates,1973,Middle East & North Africa
453530,United Arab Emirates,1974,Middle East & North Africa
533554,United Arab Emirates,1975,Middle East & North Africa
624390,United Arab Emirates,1976,Middle East & North Africa
724684,United Arab Emirates,1977,Middle East & North Africa
828378,United Arab Emirates,1978,Middle East & North Africa
927412,United Arab Emirates,1979,Middle East & North Africa
1016228,United Arab Emirates,1980,Middle East & North Africa
1092153,United Arab Emirates,1981,Middle East & North Africa
1157336,United Arab Emirates,1982,Middle East & North Africa
1217021,United Arab Emirates,1983,Middle East & North Africa
1279010,United Arab Emirates,1984,Middle East & North Africa
1349000,United Arab Emirates,1985,Middle East & North Africa
1428788,United Arab Emirates,1986,Middle East & North Africa
1516782,United Arab Emirates,1987,Middle East & North Africa
1611257,United Arab Emirates,1988,Middle East & North Africa
1709232,United Arab Emirates,1989,Middle East & North Africa
1808642,United Arab Emirates,1990,Middle East & North Africa
1909812,United Arab Emirates,1991,Middle East & North Africa
2014095,United Arab Emirates,1992,Middle East & North Africa
2121704,United Arab Emirates,1993,Middle East & North Africa
2232980,United Arab Emirates,1994,Middle East & North Africa
2348539,United Arab Emirates,1995,Middle East & North Africa
2473983,United Arab Emirates,1996,Middle East & North Africa
2611610,United Arab Emirates,1997,Middle East & North Africa
2755497,United Arab Emirates,1998,Middle East & North Africa
2897038,United Arab Emirates,1999,Middle East & North Africa
3033491,United Arab Emirates,2000,Middle East & North Africa
3149440,United Arab Emirates,2001,Middle East & North Africa
3254691,United Arab Emirates,2002,Middle East & North Africa
3400959,United Arab Emirates,2003,Middle East & North Africa
3658042,United Arab Emirates,2004,Middle East & North Africa
4069349,United Arab Emirates,2005,Middle East & North Africa
4662728,United Arab Emirates,2006,Middle East & North Africa
5405541,United Arab Emirates,2007,Middle East & North Africa
6206623,United Arab Emirates,2008,Middle East & North Africa
6938815,United Arab Emirates,2009,Middle East & North Africa
7511690,United Arab Emirates,2010,Middle East & North Africa
7890924,United Arab Emirates,2011,Middle East & North Africa
8105873,United Arab Emirates,2012,Middle East & North Africa
8207940,United Arab Emirates,2013,Middle East & North Africa
54006245,United Kingdom,1964,Europe & Central Asia
54349899,United Kingdom,1965,Europe & Central Asia
54666008,United Kingdom,1966,Europe & Central Asia
54954044,United Kingdom,1967,Europe & Central Asia
55212835,United Kingdom,1968,Europe & Central Asia
55443064,United Kingdom,1969,Europe & Central Asia
55645390,United Kingdom,1970,Europe & Central Asia
55819499,United Kingdom,1971,Europe & Central Asia
55964697,United Kingdom,1972,Europe & Central Asia
56081455,United Kingdom,1973,Europe & Central Asia
56170690,United Kingdom,1974,Europe & Central Asia
56234250,United Kingdom,1975,Europe & Central Asia
56273041,United Kingdom,1976,Europe & Central Asia
56290629,United Kingdom,1977,Europe & Central Asia
56295032,United Kingdom,1978,Europe & Central Asia
56296406,United Kingdom,1979,Europe & Central Asia
56303011,United Kingdom,1980,Europe & Central Asia
56317534,United Kingdom,1981,Europe & Central Asia
56341308,United Kingdom,1982,Europe & Central Asia
56379327,United Kingdom,1983,Europe & Central Asia
56436762,United Kingdom,1984,Europe & Central Asia
56516908,United Kingdom,1985,Europe & Central Asia
56622956,United Kingdom,1986,Europe & Central Asia
56753658,United Kingdom,1987,Europe & Central Asia
56902081,United Kingdom,1988,Europe & Central Asia
57058173,United Kingdom,1989,Europe & Central Asia
57214474,United Kingdom,1990,Europe & Central Asia
57369629,United Kingdom,1991,Europe & Central Asia
57525459,United Kingdom,1992,Europe & Central Asia
57681639,United Kingdom,1993,Europe & Central Asia
57838596,United Kingdom,1994,Europe & Central Asia
57997210,United Kingdom,1995,Europe & Central Asia
58156871,United Kingdom,1996,Europe & Central Asia
58318771,United Kingdom,1997,Europe & Central Asia
58488026,United Kingdom,1998,Europe & Central Asia
58671413,United Kingdom,1999,Europe & Central Asia
58874117,United Kingdom,2000,Europe & Central Asia
59097129,United Kingdom,2001,Europe & Central Asia
59339971,United Kingdom,2002,Europe & Central Asia
59604347,United Kingdom,2003,Europe & Central Asia
59891788,United Kingdom,2004,Europe & Central Asia
60202727,United Kingdom,2005,Europe & Central Asia
60538143,United Kingdom,2006,Europe & Central Asia
60896101,United Kingdom,2007,Europe & Central Asia
61270318,United Kingdom,2008,Europe & Central Asia
61652315,United Kingdom,2009,Europe & Central Asia
62035570,United Kingdom,2010,Europe & Central Asia
62417431,United Kingdom,2011,Europe & Central Asia
62798099,United Kingdom,2012,Europe & Central Asia
63177406,United Kingdom,2013,Europe & Central Asia
197094531,United States,1964,America
199452508,United States,1965,America
201657141,United States,1966,America
203717833,United States,1967,America
205672498,United States,1968,America
207573866,United States,1969,America
209463865,United States,1970,America
211355529,United States,1971,America
213250350,United States,1972,America
